airline,origin,destination,departure_hour,month,day_of_week,distance,weather,delay_minutes,delayed
SG,DEL,BOM,6,10,Saturday,1637,Fog,45,1
SG,DEL,BOM,20,11,Thursday,623,Clear,3,0
QP,BLR,CCU,3,8,Friday,1780,Clear,17,1
QP,MAA,CCU,21,2,Friday,876,Rain,17,1
6E,BLR,DEL,11,5,Monday,1430,Clear,0,0
SG,BOM,HYD,17,4,Thursday,1600,Clear,22,1
AI,BOM,CCU,8,12,Thursday,652,Clear,12,0
QP,MAA,BLR,17,1,Friday,927,Rain,39,1
6E,BLR,HYD,22,5,Monday,900,Clear,0,0
SG,BLR,HYD,11,7,Monday,1692,Clear,2,0
QP,MAA,BOM,5,4,Saturday,1734,Clear,0,0
SG,BLR,CCU,1,9,Saturday,567,Clear,14,0
QP,BLR,DEL,22,2,Wednesday,1543,Clear,7,0
AI,MAA,CCU,23,12,Monday,1006,Cloudy,0,0
AI,BOM,CCU,15,5,Tuesday,1489,Clear,11,0
SG,HYD,BOM,0,5,Friday,1520,Clear,10,0
UK,HYD,DEL,21,12,Friday,1380,Rain,0,0
AI,BOM,CCU,11,2,Saturday,1576,Clear,10,0
SG,DEL,BLR,5,6,Thursday,898,Cloudy,15,1
AI,CCU,BOM,8,1,Saturday,556,Clear,16,1
QP,BOM,DEL,22,7,Tuesday,1125,Clear,8,0
AI,BLR,BOM,18,4,Tuesday,1692,Cloudy,38,1
UK,HYD,BOM,14,9,Wednesday,871,Fog,20,1
QP,DEL,CCU,17,7,Saturday,1679,Rain,38,1
UK,DEL,CCU,20,8,Sunday,546,Fog,49,1
SG,BLR,BOM,15,11,Monday,706,Clear,6,0
SG,CCU,BOM,7,12,Tuesday,1666,Clear,8,0
QP,HYD,BOM,1,3,Monday,765,Rain,11,0
UK,HYD,BLR,2,7,Saturday,1721,Rain,21,1
QP,HYD,MAA,5,10,Saturday,876,Clear,0,0
UK,CCU,DEL,18,2,Sunday,642,Clear,0,0
QP,CCU,BLR,2,6,Tuesday,760,Clear,6,0
SG,DEL,MAA,3,7,Thursday,1534,Cloudy,38,1
AI,HYD,DEL,23,11,Thursday,727,Cloudy,6,0
SG,HYD,BOM,9,2,Sunday,1239,Clear,3,0
QP,BOM,MAA,3,11,Sunday,1255,Clear,1,0
AI,CCU,HYD,20,3,Saturday,1256,Rain,36,1
QP,BOM,HYD,23,11,Tuesday,624,Clear,0,0
AI,CCU,DEL,12,8,Wednesday,1535,Rain,23,1
QP,DEL,BLR,2,5,Saturday,1576,Rain,26,1
SG,HYD,BLR,15,2,Friday,1375,Fog,35,1
AI,MAA,DEL,20,5,Friday,1155,Clear,6,0
SG,HYD,BLR,23,9,Monday,1351,Cloudy,2,0
AI,DEL,HYD,13,3,Wednesday,879,Cloudy,8,0
UK,DEL,BOM,22,9,Sunday,1698,Clear,2,0
QP,HYD,MAA,19,3,Thursday,1585,Clear,11,0
6E,CCU,MAA,3,1,Sunday,793,Clear,0,0
AI,HYD,MAA,15,8,Wednesday,1213,Clear,5,0
UK,DEL,MAA,15,10,Saturday,1418,Clear,0,0
6E,MAA,CCU,18,12,Saturday,844,Clear,9,0
AI,BLR,CCU,12,7,Friday,689,Rain,30,1
UK,DEL,MAA,17,8,Saturday,509,Rain,29,1
6E,BLR,CCU,14,9,Monday,538,Cloudy,3,0
AI,BOM,DEL,6,5,Wednesday,1272,Rain,23,1
6E,CCU,DEL,11,1,Monday,1092,Clear,9,0
AI,CCU,MAA,22,3,Friday,1384,Cloudy,8,0
QP,DEL,CCU,20,5,Wednesday,1428,Clear,28,1
QP,HYD,DEL,15,8,Thursday,1417,Clear,0,0
6E,DEL,MAA,7,4,Saturday,1045,Cloudy,1,0
QP,BLR,DEL,4,3,Saturday,1590,Fog,20,1
UK,DEL,HYD,6,11,Friday,1926,Clear,0,0
QP,MAA,HYD,7,2,Monday,1612,Cloudy,0,0
AI,DEL,CCU,23,10,Friday,1349,Clear,7,0
6E,CCU,MAA,12,2,Wednesday,1025,Cloudy,1,0
SG,BOM,BLR,9,4,Sunday,1005,Clear,31,1
6E,BOM,HYD,21,11,Wednesday,826,Clear,6,0
QP,CCU,MAA,8,11,Saturday,1945,Clear,5,0
UK,CCU,BLR,19,5,Friday,1530,Clear,5,0
UK,DEL,HYD,15,1,Wednesday,1553,Cloudy,0,0
UK,DEL,HYD,7,12,Tuesday,1194,Cloudy,2,0
SG,CCU,HYD,23,11,Tuesday,1531,Rain,33,1
AI,CCU,BLR,16,6,Thursday,756,Fog,58,1
SG,BLR,MAA,23,1,Sunday,1600,Clear,2,0
SG,DEL,CCU,0,9,Sunday,1588,Rain,30,1
QP,DEL,BLR,6,10,Wednesday,1218,Clear,0,0
QP,BOM,MAA,7,10,Monday,487,Clear,2,0
SG,MAA,BOM,16,9,Tuesday,1506,Rain,39,1
UK,DEL,MAA,20,11,Thursday,514,Rain,30,1
UK,HYD,BOM,2,7,Wednesday,529,Clear,0,0
6E,MAA,BOM,3,2,Monday,708,Rain,12,0
QP,DEL,HYD,16,9,Tuesday,1015,Rain,44,1
6E,CCU,BLR,8,3,Friday,787,Clear,3,0
UK,CCU,DEL,16,8,Tuesday,1419,Cloudy,8,0
AI,BOM,HYD,0,2,Tuesday,957,Clear,11,0
6E,DEL,MAA,12,1,Wednesday,1704,Clear,0,0
6E,BOM,DEL,0,6,Sunday,1254,Clear,0,0
UK,BOM,MAA,22,8,Saturday,1366,Storm,41,1
UK,BOM,BLR,3,2,Wednesday,801,Rain,16,1
SG,CCU,BLR,4,10,Saturday,1465,Clear,10,0
UK,DEL,HYD,2,8,Sunday,1533,Clear,6,0
AI,BOM,MAA,5,10,Tuesday,1182,Clear,2,0
UK,MAA,BOM,11,5,Monday,927,Clear,0,0
AI,DEL,BLR,14,8,Tuesday,1215,Clear,5,0
QP,DEL,MAA,21,12,Saturday,1076,Cloudy,4,0
SG,BOM,HYD,21,3,Monday,380,Clear,10,0
6E,CCU,HYD,2,10,Tuesday,1454,Cloudy,0,0
6E,CCU,BLR,10,8,Sunday,1194,Cloudy,19,1
AI,CCU,DEL,20,9,Tuesday,527,Clear,16,1
6E,CCU,HYD,3,8,Thursday,1702,Fog,26,1
AI,DEL,BLR,16,9,Sunday,1051,Fog,54,1
QP,BLR,BOM,10,10,Saturday,1565,Clear,0,0
AI,HYD,CCU,4,1,Wednesday,1290,Clear,0,0
SG,DEL,MAA,1,1,Tuesday,1149,Rain,30,1
UK,CCU,BOM,6,2,Friday,908,Cloudy,0,0
6E,HYD,DEL,0,12,Wednesday,1814,Storm,30,1
QP,CCU,MAA,4,6,Saturday,534,Clear,7,0
AI,BOM,DEL,13,12,Friday,610,Rain,37,1
QP,MAA,DEL,18,11,Wednesday,1034,Clear,0,0
SG,DEL,HYD,12,5,Wednesday,417,Cloudy,3,0
SG,DEL,CCU,17,2,Monday,699,Clear,20,1
QP,HYD,CCU,1,11,Friday,550,Cloudy,9,0
UK,DEL,BLR,7,6,Sunday,1763,Clear,0,0
6E,BOM,MAA,15,4,Sunday,482,Clear,0,0
AI,MAA,BLR,1,10,Friday,609,Rain,23,1
QP,BLR,CCU,14,6,Saturday,1725,Clear,0,0
UK,BLR,HYD,4,4,Sunday,630,Clear,3,0
QP,BOM,CCU,10,5,Tuesday,778,Clear,3,0
6E,MAA,BLR,15,12,Saturday,1342,Cloudy,0,0
QP,CCU,BLR,23,4,Monday,546,Clear,0,0
QP,MAA,DEL,2,12,Saturday,677,Fog,22,1
6E,BLR,MAA,13,8,Tuesday,1821,Cloudy,4,0
UK,BLR,DEL,12,1,Friday,1688,,22,1
SG,DEL,MAA,1,2,Monday,1383,Clear,28,1
6E,DEL,HYD,14,8,Monday,666,Cloudy,2,0
AI,BOM,CCU,1,2,Friday,1793,Rain,34,1
6E,BLR,BOM,16,2,Sunday,1047,Fog,48,1
UK,CCU,MAA,4,6,Monday,969,Cloudy,12,0
AI,CCU,HYD,3,6,Saturday,1464,Fog,29,1
6E,DEL,BLR,1,12,Saturday,1442,Clear,0,0
QP,BOM,CCU,11,11,Saturday,659,Clear,0,0
AI,DEL,BLR,5,12,Tuesday,1307,Clear,9,0
AI,DEL,CCU,11,1,Sunday,1920,Clear,5,0
UK,BLR,DEL,21,10,Friday,1412,Fog,24,1
AI,CCU,MAA,20,12,Tuesday,1626,Clear,24,1
AI,BOM,BLR,18,8,Sunday,1547,Clear,28,1
AI,MAA,BLR,11,12,Tuesday,874,Clear,0,0
AI,BLR,DEL,2,10,Thursday,577,Cloudy,2,0
QP,HYD,DEL,9,9,Tuesday,997,Clear,14,0
AI,CCU,BLR,0,5,Wednesday,950,Rain,17,1
UK,MAA,DEL,2,5,Friday,696,Fog,21,1
SG,MAA,DEL,7,5,Sunday,1239,Clear,7,0
SG,BLR,BOM,16,4,Thursday,1145,Clear,20,1
SG,DEL,HYD,18,7,Friday,1392,Clear,33,1
6E,CCU,DEL,14,6,Monday,858,Clear,0,0
QP,CCU,BOM,6,4,Tuesday,721,Clear,0,0
AI,CCU,MAA,17,3,Friday,994,Clear,4,0
AI,BLR,HYD,23,7,Monday,392,Clear,2,0
QP,BOM,HYD,15,1,Wednesday,1643,Clear,5,0
AI,BOM,CCU,18,5,Monday,1460,Rain,45,1
AI,BLR,BOM,21,1,Thursday,1694,Cloudy,1,0
AI,BLR,MAA,17,5,Tuesday,1460,Cloudy,34,1
AI,BOM,MAA,21,8,Tuesday,994,Cloudy,4,0
AI,CCU,BLR,7,8,Thursday,1750,Rain,34,1
UK,HYD,BOM,7,1,Tuesday,620,Cloudy,0,0
SG,BOM,BLR,4,9,Saturday,1271,Clear,17,1
AI,HYD,CCU,4,4,Thursday,570,Clear,0,0
QP,MAA,BOM,13,6,Sunday,1486,Clear,5,0
AI,HYD,MAA,22,9,Tuesday,1896,Clear,16,1
SG,CCU,DEL,5,1,Monday,1424,Fog,25,1
QP,CCU,BLR,17,3,Wednesday,647,Clear,7,0
UK,BLR,CCU,1,2,Monday,652,Rain,10,0
UK,BLR,HYD,23,4,Wednesday,1408,Fog,17,1
AI,BOM,MAA,12,1,Saturday,1161,Clear,0,0
6E,MAA,BOM,11,1,Sunday,519,Clear,0,0
QP,CCU,MAA,8,7,Thursday,1332,Clear,12,0
6E,HYD,CCU,23,2,Tuesday,1601,Rain,25,1
AI,BOM,CCU,10,6,Wednesday,1376,Rain,44,1
SG,HYD,BLR,2,3,Wednesday,979,Rain,28,1
SG,MAA,HYD,13,12,Monday,1849,Clear,8,0
AI,DEL,CCU,14,2,Saturday,1098,Cloudy,3,0
AI,HYD,MAA,17,6,Saturday,1854,Cloudy,21,1
AI,HYD,CCU,11,6,Wednesday,551,Clear,0,0
AI,HYD,DEL,6,9,Thursday,582,Rain,32,1
SG,HYD,BOM,0,2,Thursday,1831,Rain,23,1
AI,CCU,MAA,23,12,Thursday,557,Cloudy,7,0
SG,DEL,MAA,4,4,Saturday,1076,Clear,6,0
AI,HYD,DEL,8,1,Friday,1344,Clear,14,0
QP,MAA,HYD,3,9,Monday,535,Clear,0,0
SG,MAA,DEL,5,7,Tuesday,696,Clear,6,0
6E,BLR,DEL,1,8,Sunday,549,Rain,36,1
UK,CCU,DEL,8,11,Wednesday,1338,Clear,1,0
AI,BOM,CCU,22,5,Thursday,1599,Clear,1,0
AI,BLR,BOM,5,11,Saturday,1587,Clear,2,0
UK,MAA,BLR,23,12,Saturday,927,Clear,0,0
AI,BLR,BOM,15,7,Thursday,1700,Clear,2,0
SG,BLR,CCU,21,10,Sunday,1119,Clear,3,0
6E,HYD,CCU,14,1,Friday,856,Cloudy,0,0
AI,HYD,BOM,23,8,Sunday,760,Clear,11,0
UK,CCU,MAA,13,1,Thursday,987,Clear,0,0
UK,HYD,DEL,19,6,Tuesday,923,Clear,14,0
SG,BOM,CCU,0,9,Monday,1676,Clear,18,1
AI,DEL,BLR,22,1,Thursday,1385,Clear,0,0
UK,CCU,BLR,0,5,Sunday,1413,Fog,20,1
QP,BLR,BOM,4,5,Wednesday,467,Clear,0,0
6E,BOM,CCU,17,3,Saturday,1179,Rain,39,1
QP,BOM,HYD,6,7,Thursday,871,Fog,35,1
SG,DEL,CCU,1,10,Saturday,1314,Fog,44,1
UK,BOM,MAA,20,12,Saturday,1639,Rain,28,1
QP,MAA,HYD,12,11,Friday,1574,Rain,25,1
QP,HYD,DEL,11,12,Wednesday,1235,Clear,4,0
6E,HYD,MAA,7,3,Wednesday,700,Clear,0,0
QP,DEL,CCU,17,2,Thursday,1557,Cloudy,14,0
AI,MAA,BLR,7,3,Saturday,1332,Clear,0,0
AI,CCU,BLR,13,12,Friday,405,Cloudy,25,1
AI,CCU,DEL,3,3,Tuesday,448,Clear,0,0
6E,BLR,HYD,7,10,Tuesday,1680,Clear,0,0
QP,HYD,MAA,0,5,Wednesday,641,Cloudy,0,0
SG,BOM,BLR,6,9,Friday,1472,Cloudy,23,1
SG,CCU,MAA,9,10,Saturday,446,Clear,12,0
AI,CCU,DEL,17,11,Tuesday,659,Clear,21,1
UK,BOM,MAA,19,2,Saturday,452,Rain,20,1
6E,BLR,HYD,12,4,Friday,1056,Rain,29,1
UK,BOM,MAA,22,2,Tuesday,1644,Clear,0,0
6E,HYD,BLR,8,5,Tuesday,912,Cloudy,10,0
6E,BOM,HYD,11,5,Tuesday,980,Clear,4,0
QP,MAA,HYD,14,11,Saturday,1865,Clear,0,0
UK,CCU,HYD,4,9,Tuesday,1258,Clear,11,0
UK,CCU,HYD,10,2,Tuesday,1337,Clear,7,0
AI,BOM,HYD,21,6,Wednesday,1347,Clear,11,0
SG,DEL,BOM,11,9,Friday,1439,Clear,29,1
UK,MAA,CCU,22,9,Thursday,707,Cloudy,20,1
6E,DEL,BLR,16,10,Friday,1719,Clear,23,1
SG,BLR,DEL,4,3,Wednesday,1336,Cloudy,0,0
AI,CCU,BOM,10,11,Wednesday,878,Clear,0,0
UK,BLR,CCU,8,11,Friday,1304,Storm,44,1
QP,DEL,BOM,22,3,Friday,540,Cloudy,4,0
UK,CCU,MAA,8,8,Saturday,1552,Rain,21,1
AI,MAA,BLR,11,9,Saturday,1068,Clear,6,0
6E,BOM,BLR,16,11,Wednesday,546,Clear,6,0
AI,HYD,DEL,23,2,Monday,1891,Clear,4,0
UK,HYD,BOM,13,3,Monday,990,Rain,15,1
6E,HYD,BOM,20,11,Friday,1461,Cloudy,7,0
AI,CCU,MAA,2,1,Thursday,1576,Rain,26,1
SG,MAA,HYD,21,6,Wednesday,477,Cloudy,9,0
AI,BOM,BLR,4,4,Saturday,924,Clear,8,0
6E,CCU,BLR,18,8,Friday,1947,Clear,19,1
QP,CCU,BOM,12,6,Sunday,1103,Clear,16,1
AI,DEL,CCU,14,11,Sunday,1132,Clear,7,0
6E,BOM,DEL,2,1,Saturday,1710,Cloudy,17,1
6E,HYD,CCU,12,7,Friday,943,Cloudy,10,0
UK,CCU,BLR,2,7,Sunday,1064,Cloudy,0,0
6E,MAA,BOM,13,7,Tuesday,1276,Clear,2,0
QP,HYD,CCU,9,1,Sunday,1643,Clear,1,0
AI,BOM,HYD,4,6,Wednesday,1390,Clear,0,0
QP,DEL,HYD,11,11,Tuesday,1424,Clear,0,0
UK,CCU,BLR,5,8,Thursday,1693,Clear,3,0
AI,HYD,DEL,1,2,Sunday,678,Clear,5,0
AI,BLR,DEL,0,9,Monday,977,Fog,40,1
AI,CCU,BLR,8,12,Tuesday,1315,Clear,7,0
6E,DEL,MAA,17,10,Friday,1271,Cloudy,19,1
6E,BOM,BLR,13,2,Friday,663,Cloudy,0,0
SG,CCU,BLR,2,1,Friday,471,Cloudy,20,1
6E,BOM,HYD,10,3,Sunday,1222,Cloudy,19,1
SG,CCU,BOM,13,5,Saturday,1056,Cloudy,6,0
6E,CCU,BLR,5,12,Saturday,867,Rain,28,1
6E,DEL,HYD,3,6,Monday,1690,Clear,13,0
6E,BLR,CCU,5,12,Wednesday,681,Clear,0,0
6E,MAA,BLR,1,2,Friday,1386,Cloudy,2,0
QP,BLR,MAA,5,10,Saturday,1737,Clear,12,0
6E,BOM,HYD,12,10,Wednesday,1821,Clear,0,0
6E,DEL,MAA,19,12,Friday,1810,Clear,0,0
QP,DEL,BLR,20,7,Tuesday,701,Cloudy,34,1
SG,BOM,DEL,16,8,Sunday,1550,Rain,60,1
AI,BOM,CCU,8,1,Thursday,1208,Clear,15,1
QP,BOM,HYD,22,11,Monday,1834,Clear,10,0
AI,CCU,DEL,22,8,Friday,1063,Clear,20,1
AI,HYD,BLR,8,9,Tuesday,764,Storm,60,1
UK,DEL,CCU,0,5,Thursday,517,Clear,0,0
SG,DEL,HYD,10,1,Wednesday,1404,Clear,16,1
AI,DEL,BLR,11,9,Saturday,1088,Clear,12,0
SG,BOM,CCU,16,9,Saturday,1020,Clear,34,1
AI,MAA,CCU,3,3,Tuesday,1058,Cloudy,0,0
SG,DEL,BLR,13,10,Wednesday,1409,Clear,6,0
AI,BLR,CCU,7,1,Wednesday,471,Clear,0,0
UK,BLR,MAA,11,8,Saturday,789,Clear,0,0
SG,DEL,BLR,0,2,Tuesday,591,Cloudy,25,1
6E,DEL,MAA,12,10,Friday,1191,Clear,0,0
SG,BOM,MAA,0,6,Monday,1220,Clear,1,0
SG,DEL,BOM,20,4,Sunday,1516,Rain,46,1
SG,MAA,DEL,17,9,Wednesday,593,Fog,50,1
6E,CCU,MAA,22,10,Tuesday,1202,Clear,0,0
SG,HYD,DEL,15,8,Saturday,918,Cloudy,4,0
SG,MAA,BLR,23,9,Friday,1461,Cloudy,27,1
6E,MAA,BLR,5,1,Thursday,1678,Rain,16,1
SG,CCU,MAA,0,10,Sunday,909,Clear,21,1
QP,DEL,HYD,21,8,Wednesday,1076,Cloudy,22,1
QP,CCU,DEL,15,2,Thursday,1273,Rain,14,0
SG,BLR,DEL,16,6,Thursday,1134,Clear,26,1
SG,HYD,BLR,6,8,Tuesday,868,Clear,10,0
QP,MAA,HYD,8,10,Wednesday,1008,Clear,12,0
6E,BLR,DEL,16,7,Friday,1591,Rain,35,1
SG,BOM,CCU,9,4,Monday,581,Clear,2,0
AI,DEL,BOM,1,4,Saturday,1386,Cloudy,12,0
6E,BOM,CCU,7,9,Friday,1680,Cloudy,14,0
QP,DEL,BOM,9,11,Friday,1803,Clear,10,0
6E,BLR,BOM,19,8,Saturday,1371,Clear,16,1
QP,MAA,HYD,8,10,Thursday,658,Clear,0,0
UK,BLR,HYD,11,8,Saturday,1109,Clear,0,0
6E,HYD,MAA,14,6,Saturday,1570,Rain,21,1
AI,BOM,CCU,3,5,Tuesday,736,Clear,2,0
UK,HYD,BOM,13,6,Tuesday,1507,Storm,52,1
UK,CCU,BOM,4,1,Thursday,1460,Fog,21,1
UK,BOM,BLR,21,7,Monday,589,Rain,11,0
AI,BLR,CCU,7,3,Thursday,976,Clear,0,0
6E,CCU,BLR,7,11,Sunday,881,Clear,6,0
AI,HYD,CCU,9,11,Saturday,1179,Cloudy,7,0
6E,BLR,BOM,8,6,Saturday,1543,Clear,0,0
QP,DEL,BOM,14,8,Tuesday,903,Fog,42,1
AI,CCU,DEL,17,1,Saturday,327,Cloudy,28,1
SG,HYD,BOM,23,7,Monday,1001,Rain,27,1
AI,DEL,BOM,21,11,Wednesday,1812,Storm,44,1
UK,HYD,BLR,6,7,Sunday,1915,Fog,34,1
QP,CCU,MAA,14,11,Saturday,1146,Clear,0,0
6E,CCU,BLR,7,1,Tuesday,976,Storm,43,1
AI,BOM,MAA,19,12,Thursday,1209,Clear,16,1
UK,BLR,DEL,0,5,Sunday,984,Rain,21,1
6E,CCU,BLR,23,1,Thursday,1016,Cloudy,0,0
QP,MAA,DEL,8,8,Friday,1221,Clear,11,0
QP,HYD,DEL,17,8,Wednesday,1116,Clear,20,1
SG,BOM,BLR,16,2,Thursday,693,Cloudy,29,1
SG,MAA,HYD,8,5,Thursday,1417,Clear,0,0
SG,HYD,BOM,23,12,Tuesday,1866,Cloudy,14,0
SG,HYD,DEL,6,3,Sunday,1467,Clear,11,0
UK,CCU,HYD,17,1,Sunday,607,Clear,10,0
QP,BLR,MAA,22,10,Monday,1229,Cloudy,4,0
6E,HYD,MAA,2,9,Tuesday,625,Clear,4,0
AI,DEL,BOM,22,6,Friday,1109,Cloudy,23,1
SG,MAA,HYD,21,4,Wednesday,1399,Clear,0,0
SG,HYD,MAA,9,11,Friday,1859,Fog,34,1
QP,CCU,BLR,20,11,Monday,1282,Fog,52,1
6E,BOM,BLR,0,1,Saturday,764,Cloudy,2,0
UK,CCU,MAA,4,10,Monday,850,Clear,0,0
UK,HYD,CCU,18,6,Tuesday,1159,Clear,0,0
6E,BOM,DEL,22,4,Saturday,615,Clear,0,0
SG,DEL,MAA,3,5,Wednesday,872,Rain,33,1
UK,BOM,CCU,17,6,Tuesday,856,Clear,30,1
SG,BOM,HYD,2,7,Sunday,1780,Clear,24,1
UK,HYD,DEL,18,12,Friday,761,Clear,10,0
6E,CCU,MAA,21,1,Wednesday,1238,Clear,0,0
QP,CCU,BOM,11,8,Saturday,1015,Rain,23,1
UK,MAA,BOM,2,1,Monday,1349,Clear,3,0
SG,BLR,DEL,4,1,Thursday,1306,Clear,9,0
UK,HYD,BOM,12,4,Tuesday,753,Clear,0,0
6E,BOM,MAA,19,10,Friday,1335,Clear,28,1
QP,BOM,HYD,12,5,Tuesday,1762,Clear,0,0
6E,HYD,DEL,11,5,Tuesday,1487,Cloudy,0,0
QP,MAA,HYD,14,11,Tuesday,861,Rain,19,1
UK,DEL,MAA,23,4,Saturday,652,Cloudy,0,0
AI,DEL,BOM,18,10,Sunday,1436,Clear,11,0
AI,BOM,HYD,3,10,Tuesday,1246,Cloudy,21,1
QP,BOM,MAA,4,8,Tuesday,530,Clear,7,0
UK,DEL,HYD,8,12,Friday,582,Cloudy,13,0
6E,DEL,BLR,6,12,Friday,522,Rain,18,1
QP,DEL,MAA,17,1,Saturday,1282,Rain,31,1
SG,BLR,MAA,23,3,Saturday,807,Rain,21,1
SG,MAA,DEL,13,5,Saturday,950,Clear,0,0
SG,DEL,BOM,21,8,Monday,2015,Rain,46,1
AI,BOM,HYD,10,4,Monday,1220,Clear,12,0
AI,CCU,BOM,16,8,Tuesday,556,Clear,13,0
SG,BOM,CCU,16,11,Wednesday,1140,Cloudy,15,1
AI,CCU,BLR,7,1,Saturday,819,Cloudy,14,0
SG,HYD,MAA,17,11,Saturday,1524,Rain,42,1
AI,MAA,HYD,12,6,Saturday,1071,Rain,23,1
6E,BOM,CCU,13,11,Saturday,636,Rain,13,0
SG,BOM,DEL,6,9,Wednesday,821,Cloudy,20,1
SG,BLR,MAA,7,1,Friday,1307,Cloudy,14,0
SG,DEL,HYD,20,11,Monday,934,Clear,22,1
SG,BOM,MAA,14,1,Monday,869,Clear,13,0
AI,CCU,HYD,3,4,Saturday,1767,Clear,9,0
QP,DEL,CCU,13,7,Wednesday,502,Clear,13,0
6E,HYD,CCU,14,11,Saturday,870,Rain,4,0
AI,MAA,BLR,19,3,Sunday,1252,Cloudy,25,1
QP,DEL,BLR,20,7,Friday,1634,Cloudy,35,1
AI,DEL,BOM,15,2,Monday,1476,Clear,0,0
UK,HYD,DEL,0,5,Friday,728,Cloudy,0,0
UK,BOM,BLR,11,4,Saturday,1424,Cloudy,4,0
SG,CCU,DEL,4,6,Tuesday,1557,Clear,1,0
AI,BOM,DEL,0,9,Wednesday,428,Clear,4,0
AI,DEL,CCU,22,9,Friday,1157,Cloudy,23,1
UK,BOM,BLR,4,9,Saturday,1280,Clear,0,0
UK,BOM,CCU,5,1,Tuesday,709,Cloudy,7,0
SG,DEL,BOM,8,10,Monday,1328,Storm,62,1
SG,HYD,CCU,11,8,Friday,1020,Clear,0,0
AI,BLR,MAA,14,1,Monday,546,Clear,0,0
QP,HYD,BLR,7,12,Thursday,1006,Clear,1,0
UK,BOM,HYD,19,10,Wednesday,998,Clear,10,0
QP,DEL,CCU,3,9,Thursday,1494,Cloudy,0,0
QP,DEL,HYD,23,6,Sunday,835,Clear,22,1
AI,DEL,CCU,20,10,Sunday,1667,Clear,22,1
UK,CCU,DEL,14,4,Friday,1462,Clear,0,0
UK,BOM,DEL,1,9,Wednesday,1329,Rain,16,1
UK,BOM,DEL,17,8,Friday,911,Clear,26,1
6E,HYD,BOM,16,8,Monday,700,Clear,13,0
UK,DEL,MAA,14,10,Sunday,639,Clear,0,0
UK,HYD,CCU,6,3,Sunday,883,Clear,0,0
AI,HYD,BLR,10,2,Wednesday,1111,Clear,0,0
6E,MAA,BLR,9,7,Monday,1603,Clear,0,0
AI,DEL,CCU,14,10,Saturday,1453,Rain,23,1
QP,DEL,HYD,7,4,Monday,1621,Rain,17,1
SG,MAA,HYD,9,7,Monday,1047,Cloudy,26,1
6E,BLR,DEL,21,12,Monday,454,Rain,25,1
6E,DEL,BOM,10,8,Tuesday,1518,Clear,11,0
AI,HYD,MAA,14,1,Sunday,1584,Fog,21,1
6E,BLR,MAA,21,11,Thursday,1376,Rain,13,0
QP,CCU,BLR,22,12,Tuesday,1170,Cloudy,2,0
AI,CCU,MAA,13,9,Sunday,628,Clear,23,1
AI,HYD,MAA,6,8,Wednesday,1505,Rain,26,1
QP,DEL,CCU,2,8,Friday,1844,Rain,46,1
UK,MAA,CCU,20,8,Thursday,965,Clear,0,0
AI,BOM,MAA,12,5,Monday,1281,Clear,3,0
UK,CCU,BOM,13,8,Friday,450,Clear,0,0
SG,HYD,BOM,22,7,Sunday,764,Rain,30,1
6E,BLR,CCU,8,10,Sunday,1391,Fog,36,1
6E,CCU,BOM,2,11,Saturday,792,Clear,0,0
SG,HYD,DEL,16,9,Friday,512,Clear,18,1
UK,BLR,DEL,23,12,Saturday,1167,Clear,0,0
QP,BOM,CCU,4,6,Sunday,1423,Rain,35,1
6E,HYD,CCU,23,10,Thursday,496,Clear,0,0
6E,BOM,BLR,12,5,Sunday,963,Rain,26,1
AI,DEL,MAA,13,10,Wednesday,1590,Clear,8,0
SG,DEL,BOM,23,4,Wednesday,678,Clear,14,0
UK,HYD,BOM,7,9,Monday,482,Clear,0,0
6E,CCU,BLR,17,1,Thursday,1911,Clear,7,0
SG,BOM,MAA,0,10,Friday,738,Storm,52,1
6E,BOM,HYD,16,4,Wednesday,1239,Clear,11,0
AI,HYD,MAA,0,3,Monday,1066,Cloudy,3,0
UK,DEL,HYD,0,5,Thursday,1322,Fog,19,1
UK,DEL,BLR,9,6,Friday,1558,Rain,34,1
UK,HYD,BLR,8,2,Monday,1335,Storm,57,1
UK,HYD,DEL,18,7,Thursday,1646,Clear,11,0
QP,DEL,BOM,21,2,Wednesday,1424,Cloudy,0,0
6E,BOM,MAA,22,7,Friday,694,Clear,19,1
6E,BOM,BLR,14,5,Monday,1134,Rain,31,1
UK,MAA,DEL,3,8,Saturday,417,Cloudy,6,0
AI,HYD,BOM,16,2,Wednesday,958,Rain,40,1
AI,MAA,CCU,11,12,Wednesday,1459,Clear,15,1
UK,DEL,BLR,12,1,Monday,1807,Cloudy,4,0
UK,CCU,MAA,12,11,Thursday,822,Rain,20,1
SG,BOM,HYD,21,5,Wednesday,629,Clear,16,1
AI,CCU,DEL,9,10,Monday,803,Clear,1,0
QP,CCU,BLR,23,8,Friday,990,Clear,20,1
UK,BLR,HYD,12,10,Wednesday,548,Rain,11,0
AI,MAA,BOM,16,7,Wednesday,1056,Clear,24,1
6E,MAA,BOM,22,10,Monday,1936,Clear,0,0
6E,MAA,CCU,19,8,Friday,1014,Fog,39,1
UK,DEL,BOM,10,9,Monday,1536,Clear,18,1
UK,DEL,CCU,4,7,Friday,701,Rain,23,1
UK,CCU,BOM,3,4,Wednesday,1082,Rain,15,1
UK,MAA,BLR,8,11,Saturday,1076,Clear,0,0
QP,HYD,DEL,15,11,Wednesday,1252,Clear,0,0
